canonicalsmiles,smiles,inchikey,molecularweight
CN=C=O,CN=C=O,HAMGRBXTJNITHG-UHFFFAOYSA-N,57.05
C1=CC=C(C=C1)CC#N,N#CCc1ccccc1,SUSQOBVLVYHIEX-UHFFFAOYSA-N,117.15
CC(C)N1C(=O)NC(=O)N1C(C)C,CC(C)n1c(=O)[nH]c(=O)n1C(C)C,FUPIHZLHPHQVJZ-UHFFFAOYSA-N,185.22
[O-2].[Mg+2],[O-2],AXZKOIWUVFPNLO-UHFFFAOYSA-N,40.305
NN,NN,OAKJQQAXSVQMHS-UHFFFAOYSA-N,32.046
CCC(C)C(C(=O)[O-])[NH3+],CCC(C)C(N)C(=O)O,AGPKZVBTJJNPAG-WHFBIAKZSA-N,131.17
C1=NC2=NC=NC(=C2N1)N,Nc1ncnc2nc[nH]c12,GFFGJBXGBJISGV-UHFFFAOYSA-N,135.13
C[N+](C)(CCO)CF.[Cl-],C[N+](C)(CF)CCO,QJEHIIJVWXGJAB-UHFFFAOYSA-M,157.61
C(C(C(=O)O)N)S(=O)O,NC(C[S+]([O-])O)C(=O)O,ADVPTQAUNPRNPO-REOHCLBHSA-N,153.16
C1=CC=C2C(=C1)N=C3C=CC=CC3=N2,c1ccc2nc3ccccc3nc2c1,PCNDJXKNXGMECE-UHFFFAOYSA-N,180.2
C1=C(NN=C1)CCN.Cl,NCCc1ccn[nH]1,HLJRAERMLKNULP-UHFFFAOYSA-N,147.6
CC(CCO)O,CC(O)CCO,PUPZLCDOIYMWBV-UHFFFAOYSA-N,90.12
C[N+]1=CC=CC(=C1)C(=O)N,C[n+]1cccc(C(N)=O)c1,LDHMAVIPBRSVRG-UHFFFAOYSA-O,137.16
CC(C)(C)C1=C(C=CC(=C1)O)O,CC(C)(C)c1cc(O)ccc1O,BGNXCDMCOKJUMV-UHFFFAOYSA-N,166.22
CC(CNC(=O)N)C(=O)O,CC(CNC(N)=O)C(=O)O,PHENTZNALBMCQD-VKHMYHEASA-N,146.14
C1C(C1N)C2=CC=CC=C2,NC1CC1c1ccccc1,AELCINSCMGFISI-BDAKNGLRSA-N,133.19
CNC(=O)CNC(=O)CN,CNC(=O)CNC(=O)CN,BWGVNKXGVNDBDI-UHFFFAOYSA-N,145.16
C(#N)C(=C(C#N)C#N)C#N,N#CC(C#N)=C(C#N)C#N,NLDYACGHTUPAQU-UHFFFAOYSA-N,128.09
CN1C=C(N=C1)CC(=O)O,Cn1cnc(CC(=O)O)c1,ZHCKPJGJQOPTLB-UHFFFAOYSA-N,140.14
CC1=CC(=O)C(=C(C)[O-])C(=O)O1.[Na+],CC(=O)C1C(=O)C=C(C)OC1=O,DSOWAKKSGYUMTF-GZOLSCHFSA-M,190.13
C(C1C(C(C(C(O1)O)O)O)O)O,OCC1OC(O)C(O)C(O)C1O,WQZGKKKJIJFFOK-IVMDWMLBSA-N,180.16
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,UFBJCMHMOXMLKC-UHFFFAOYSA-N,184.11
CC(C)CC(=O)N,CC(C)CC(N)=O,SANOUVWGPVYVAV-UHFFFAOYSA-N,101.15
C(C(C(C(C=O)O)O)O)O,O=CC(O)C(O)C(O)CO,PYMYPHUHKUWMLA-VPENINKCSA-N,150.13
C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-],O=[N+]([O-])c1cccc2ccccc12,RJKGJBPXVHTNJL-UHFFFAOYSA-N,173.17
C1=C(NC=N1)CCN.Cl,NCCc1cnc[nH]1,IVCJGQQPPHYHBS-UHFFFAOYSA-N,147.6
CC(C(C1=CC=CC=C1)O)NC,CNC(C)C(O)c1ccccc1,KWGRBVOPPLSCSI-UHFFFAOYSA-N,165.23
CC1=CC(=O)C(=C(C)[O-])C(=O)O1.[Na+],CC(=O)C1C(=O)C=C(C)OC1=O,DSOWAKKSGYUMTF-UHFFFAOYSA-M,190.13
C1=CC=C2C(=C1)C=C(O2)S(=O)(=O)N,NS(=O)(=O)c1cc2ccccc2o1,PBECZJTWMSIKFE-UHFFFAOYSA-N,197.21
CC1(C2CCC1(C(C2)O)C)C,CC1(C)C2CCC1(C)C(O)C2,DTGKSKDOIYIVQL-UHFFFAOYSA-N,154.25
C[NH+](C)N=NC1=C(NC=N1)C(=O)N,CN(C)N=Nc1nc[nH]c1C(N)=O,FDKXTQMXEQVLRF-ZHACJKMWSA-O,183.19
CC(CC1=CC=CC=C1OC)N,COc1ccccc1CC(C)N,VBAHFEPKESUPDE-UHFFFAOYSA-N,165.23
CC(=CCCC(=CCOC(=O)C)C)C,CC(=O)OCC=C(C)CCC=C(C)C,HIGQPQRQIQDZMP-DHZHZOJOSA-N,196.29
C(CCC#N)CC#N,N#CCCCCC#N,BTGRAWJCKBQKAO-UHFFFAOYSA-N,108.14
C1=CC=C2C=CC=CC2=C1,c1ccc2ccccc2c1,UFWIBTONFRDIAS-UHFFFAOYSA-N,128.169
CC1=CC=CC=C1C,Cc1ccccc1C,CTQNGGLPUBDAKN-UHFFFAOYSA-N,106.16
[O-]Cl=O,[O-][Cl+][O-],QBWCMBCROVPCKQ-UHFFFAOYSA-M,67.45
CC(C(C1=CC=CC=C1)O)N.Cl,CC(N)C(O)c1ccccc1,DYWNLSQWJMTVGJ-KUSKTZOESA-N,187.66
C1COCN1,C1COCN1,WYNCHZVNFNFDNH-UHFFFAOYSA-N,73.09
CN1C=NC=C1CC(C(=O)O)N,Cn1cncc1CC(N)C(=O)O,JDHILDINMRGULE-LURJTMIESA-N,169.18
C1=CN=CC=C1N,Nc1ccncc1,NUKYPUAOHBNCPY-UHFFFAOYSA-N,94.11
P(Cl)(Cl)Cl,ClP(Cl)Cl,FAIAAWCVCHQXDN-UHFFFAOYSA-N,137.33
C1=CC=C(C=C1)C(C(=O)O)O,O=C(O)C(O)c1ccccc1,IWYDHOAUDWTVEP-ZETCQYMHSA-N,152.15
C(CC#N)C#N,N#CCCC#N,IAHFWCOBPZCAEA-UHFFFAOYSA-N,80.09
C1CC(=O)OC1,O=C1CCCO1,YEJRWHAVMIAJKC-UHFFFAOYSA-N,86.09
CC(=O)NC(CS)C(=O)N,CC(=O)NC(CS)C(N)=O,UJCHIZDEQZMODR-BYPYZUCNSA-N,162.21
CC(C)C(=O)O,CC(C)C(=O)O,KQNPFQTWMSNSAP-UHFFFAOYSA-N,88.11
CC(=O)OC1CCN2C1CCC(C2)N,CC(=O)OC1CCN2CC(N)CCC12,YYIUHLPAZILPSG-GUBZILKMSA-N,198.26
B(F)(F)F.COC,COC,KTPWETRNSUKEME-UHFFFAOYSA-N,113.88
OCl(=O)=O,O[Cl+2](O)O,XTEGARKTQYYJKE-UHFFFAOYSA-N,84.46
CC(C(C(C)(C(C=O)O)O)O)O,CC(O)C(O)C(C)(O)C(O)C=O,AWWDAEYRNORHRF-DBRKOABJSA-N,178.18
CC(CC1=CC=CC=C1)N,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-MRVPVSSYSA-N,135.21
CCC(=O)C1=CC=C(C=C1)N,CCC(=O)c1ccc(N)cc1,FSWXOANXOQPCFF-UHFFFAOYSA-N,149.19
CC(=O)NC1=CC=C(C=C1)OC,COc1ccc(NC(C)=O)cc1,XVAIDCNLVLTVFM-VQEHIDDOSA-N,166.18
C1=NC2=C(N1)C(=S)N=CN2,S=c1nc[nH]c2nc[nH]c12,GLVAUDGFNGKCSF-UHFFFAOYSA-N,152.18
C1=CC(=CC(=C1)O)O,Oc1cccc(O)c1,GHMLBKRAJCXXBS-UHFFFAOYSA-N,110.11
C(C[NH3+])CS(=O)(=O)[O-],NCCCS(=O)(=O)O,SNKZJIOFVMKAOJ-UHFFFAOYSA-N,139.18
[B].CSC,CSC,MCQRPQCQMGVWIQ-UHFFFAOYSA-N,72.95
CCCN1C2=C(C(=O)NC1=O)NC=N2,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,SIQPXVQCUCHWDI-UHFFFAOYSA-N,194.19
C1=CC(=CC=C1N)[N+](=O)[O-],Nc1ccc([N+](=O)[O-])cc1,TYMLOMAKGOJONV-UHFFFAOYSA-N,138.12
[N+](=O)([O-])[O-],O=[N+]([O-])[O-],NHNBFGGVMKEFGY-UHFFFAOYSA-N,62.005
CC1=NC(=C(C=C1)Br)N,Cc1ccc(Br)c(N)n1,JYWWGZAAXTYNRN-UHFFFAOYSA-N,187.04
CC(C)(CC1=CC=CC=C1)N.Cl,CC(C)(N)Cc1ccccc1,NCAIGTHBQTXTLR-UHFFFAOYSA-N,185.69
CC(C)C12CCC(=C)C1C2,C=C1CCC2(C(C)C)CC12,NDVASEGYNIMXJL-UHFFFAOYSA-N,136.23
CC(=CCCC(=CCO)C)C,CC(C)=CCCC(C)=CCO,GLZPCOQZEFWAFX-YFHOEESVSA-N,154.25
CC(C(C1=CC=CC=C1)O)N.Cl,CC(N)C(O)c1ccccc1,DYWNLSQWJMTVGJ-PRCZDLBKSA-N,187.66
C1=CN=CNC1=S,S=c1ccnc[nH]1,MGAXHFMCFLLMNG-UHFFFAOYSA-N,112.16
CC1CCC(C(C1)O)C(C)C,CC1CCC(C(C)C)C(O)C1,NOOLISFMXDJSKH-KXUCPTDWSA-N,156.26
CCC(CO)C(=O)O,CCC(CO)C(=O)O,ZMZQVAUJTDKQGE-UHFFFAOYSA-N,118.13
CC(CCO)(CC(=O)O)O,CC(O)(CCO)CC(=O)O,KJTLQQUUPVSXIM-ZCFIWIBFSA-N,148.16
C(CC(=O)C(=O)O)CC(=O)O,O=C(O)CCCC(=O)C(=O)O,FGSBNBBHOZHUBO-UHFFFAOYSA-N,160.12
C1=CN=CC=C1C(=O)O,O=C(O)c1ccncc1,TWBYWOBDOCUKOW-UHFFFAOYSA-N,123.11
C1=CC(=CC=C1Cl)Cl,Clc1ccc(Cl)cc1,OCJBOOLMMGQPQU-UHFFFAOYSA-N,147.0
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,Cn1c(=O)c2c(ncn2C)n(C)c1=O,RYYVLZVUVIJVGH-UHFFFAOYSA-N,194.19
C1C(C1N)C2=CC=CC=C2,NC1CC1c1ccccc1,AELCINSCMGFISI-DTWKUNHWSA-N,133.19
[He].O=O,O=O,GWUAFYNDGVNXRS-UHFFFAOYSA-N,36.001
CC(=O)NCCCS(=O)(=O)O,CC(=O)NCCCS(=O)(=O)O,AFCGFAGUEYAMAO-UHFFFAOYSA-N,181.21
CCCCCCN=C(N)N=C(N)N,CCCCCCN=C(N)N=C(N)N,VAZJLPXFVQHDFB-UHFFFAOYSA-N,185.27
CC1C2=CC(=C(C=C2CCN1C)O)O,CC1c2cc(O)c(O)cc2CCN1C,RKMGOUZXGHZLBJ-SSDOTTSWSA-N,193.24
C(CN)C(=O)O,NCCC(=O)O,UCMIRNVEIXFBKS-UHFFFAOYSA-N,89.09
CC(C(C1=CC=CC=C1)O)N(C)C,CC(C(O)c1ccccc1)N(C)C,FMCGSUUBYTWNDP-ONGXEEELSA-N,179.26
CSC(=N)N,CSC(=N)N,SDDKIZNHOCEXTF-UHFFFAOYSA-N,90.15
C(CCC(=O)O)CCN,NCCCCCC(=O)O,SLXKOJJOQWFEFD-UHFFFAOYSA-N,131.17
CCSCCC(C(=O)O)N,CCSCCC(N)C(=O)O,GGLZPLKKBSSKCX-YFKPBYRVSA-N,163.24
C(C[N+](=O)[O-])C(=O)O,O=C(O)CC[N+](=O)[O-],WBLZUCOIBUDNBV-UHFFFAOYSA-N,119.08
C(C(=O)[O-])F.[Na+],O=C(O)CF,JGFYQVQAXANWJU-UHFFFAOYSA-M,100.02
CC(=O)CC(C(=O)O)NC,CNC(CC(C)=O)C(=O)O,PVFFUHAAOKXVTK-UHFFFAOYSA-N,145.16
CC1C(OCCN1C)C2=CC=CC=C2,CC1C(c2ccccc2)OCCN1C,MFOCDFTXLCYLKU-UHFFFAOYSA-N,191.27
C1=CN(C(=O)NC1=O)F,O=c1ccn(F)c(=O)[nH]1,SNKDCTFPQUHAPR-UHFFFAOYSA-N,130.08
CC(C(=O)C1=CC(=CC=C1)F)NC,CNC(C)C(=O)c1cccc(F)c1,PQIBROLLUQSNQI-UHFFFAOYSA-N,181.21
CC(CC1=CC=CC=C1)N(C)C,CC(Cc1ccccc1)N(C)C,OBDSVYOSYSKVMX-UHFFFAOYSA-N,163.26
C1=C(NC=N1)C=CC(=O)O,O=C(O)C=Cc1cnc[nH]1,LOIYMIARKYCTBW-UPHRSURJSA-N,138.12
CC1(C2CCC1(C(C2)O)C)C,CC1(C)C2CCC1(C)C(O)C2,DTGKSKDOIYIVQL-WEDXCCLWSA-N,154.25
CN1CCCC1C2=CN=CC=C2,CN1CCCC1c1cccnc1,SNICXCGAKADSCV-JTQLQIEISA-N,162.23
C1=CC=C(C=C1)C(C(=O)O)O,O=C(O)C(O)c1ccccc1,IWYDHOAUDWTVEP-UHFFFAOYSA-N,152.15
C1CN(CCN1)CC2=CC=CC=C2,c1ccc(CN2CCNCC2)cc1,IQXXEPZFOOTTBA-UHFFFAOYSA-N,176.26
[O-]I(=O)=O.[Na+],O[I+2](O)O,WTCBONOLBHEDIL-UHFFFAOYSA-M,197.892
[N]=O,[N]=O,MWUXSHHQAYIFBG-UHFFFAOYSA-N,30.006
C(CS(=O)(=O)O)N,NCCS(=O)(=O)O,XOAAWQZATWQOTB-UHFFFAOYSA-N,125.15
CC(=O)NNC1=CC=CC=C1,CC(=O)NNc1ccccc1,UICBCXONCUFSOI-UHFFFAOYSA-N,150.18
C(CCO)CO,OCCCCO,WERYXYBDKMZEQL-UHFFFAOYSA-N,90.12
CCC(C)C(C(=O)O)NC(=O)CN,CCC(C)C(NC(=O)CN)C(=O)O,KGVHCTWYMPWEGN-FSPLSTOPSA-N,188.22
C1=CC=C2C(=C1)C=NN=C2NN.Cl,NNc1nncc2ccccc12,ZUXNZUWOTSUBMN-UHFFFAOYSA-N,196.64
C1=CC=C2C(=C1)C(=CN2)CC(=O)O,O=C(O)Cc1c[nH]c2ccccc12,SEOVTRFCIGRIMH-UHFFFAOYSA-N,175.18
C(CC#N)CSC(=N)N,N#CCCCSC(=N)N,PRDJGNVQBVXXEO-UHFFFAOYSA-N,143.21
CCCCCCCC(=O)O,CCCCCCCC(=O)O,WWZKQHOCKIZLMA-VJJZLTLGSA-N,145.2
CC1=CC(=NC(=N1)Cl)N(C)C,Cc1cc(N(C)C)nc(Cl)n1,HJIUPFPIEBPYIE-UHFFFAOYSA-N,171.63
CC(C(CCCCCC(=O)O)N)N,CC(N)C(N)CCCCCC(=O)O,KCEGBPIYGIWCDH-JGVFFNPUSA-N,188.27
CC(=CC(=O)NCC(=O)O)C,CC(C)=CC(=O)NCC(=O)O,PFWQSHXPNKRLIV-UHFFFAOYSA-N,157.17
C(C(C(=O)O)S)(C(=O)O)S,O=C(O)C(S)C(S)C(=O)O,ACTRVOBWPAIOHC-XIXRPRMCSA-N,182.2
C(CC(=O)O)CC(=O)O,O=C(O)CCCC(=O)O,JFCQEDHGNNZCLN-UHFFFAOYSA-N,132.11
C(=O)(N)NO,NC(=O)NO,VSNHCAURESNICA-UHFFFAOYSA-N,76.055
CC(CCC=C(C)C)NC,CNC(C)CCC=C(C)C,XVQUOJBERHHONY-UHFFFAOYSA-N,141.25
C(CN=C(N)N)C(=O)O,NC(N)=NCCC(=O)O,KMXXSJLYVJEBHI-UHFFFAOYSA-N,131.13
C(CC(=O)O)C(C(=O)O)O,O=C(O)CCC(O)C(=O)O,HWXBTNAVRSUOJR-VKHMYHEASA-N,148.11
CNC,CNC,ROSDSFDQCJNGOL-UHFFFAOYSA-N,45.08
CCOC(C)OCC,CCOC(C)OCC,DHKHKXVYLBGOIT-UHFFFAOYSA-N,118.17
C1CCC(C(C1)N)N,NC1CCCCC1N,SSJXIUAHEKJCMH-UHFFFAOYSA-N,114.19
COC(=O)C1=CN=CC=C1,COC(=O)c1cccnc1,YNBADRVTZLEFNH-UHFFFAOYSA-N,137.14
[Li+].[O-]I(=O)=O,O[I+2](O)O,FZAXZVHFYFGNBX-UHFFFAOYSA-M,181.9
C1=C2C(=NC=N1)N=CN2,c1ncc2[nH]cnc2n1,KDCGOANMDULRCW-UHFFFAOYSA-N,120.11
CCC(C(=O)O)C(=O)O,CCC(C(=O)O)C(=O)O,UKFXDFUAPNAMPJ-UHFFFAOYSA-N,132.11
CC1=NC=C(C(=C1O)CO)CO,Cc1ncc(CO)c(CO)c1O,LXNHXLLTXMVWPM-UHFFFAOYSA-N,169.18
C=CCC12CCCN1C(=O)CNC2=O,C=CCC12CCCN1C(=O)CNC2=O,WVKCGUOWPZAROG-JTQLQIEISA-N,194.23
C(CS(=O)(=O)O)NCl,O=S(=O)(O)CCNCl,NMMHHSLZJLPMEG-UHFFFAOYSA-N,159.59
C(=CC(=O)O)C=CC(=O)O,O=C(O)C=CC=CC(=O)O,TXXHDPDFNKHHGW-ZPUQHVIOSA-N,142.11
CC(C)CCON=O,CC(C)CCON=O,OWFXIOWLTKNBAP-UHFFFAOYSA-N,117.15
C(=O)(N)N=NC(=O)N,NC(=O)N=NC(N)=O,XOZUGNYVDXMRKW-AATRIKPKSA-N,116.08
C1=CC=C2C(=C1)C=C3C=CC=CC3=N2,c1ccc2nc3ccccc3cc2c1,DZBUGLKDJFMEHC-UHFFFAOYSA-N,179.22
CC(C)CC(C(=O)O)N,CC(C)CC(N)C(=O)O,ROHFNLRQFUQHCH-RXMQYKEDSA-N,131.17
COC1=C(C=CC(=C1)CC(=O)O)O,COc1cc(CC(=O)O)ccc1O,QRMZSPFSDQBLIX-UHFFFAOYSA-N,182.17
C(#N)[O-].[K+],N#CO,GKKCIDNWFBPDBW-UHFFFAOYSA-M,81.115
COC1=C(C=CC(=C1)C(=O)O)[O-],COc1cc(C(=O)O)ccc1O,WKOLLVMJNQIZCI-UHFFFAOYSA-M,167.14
CCC(C1=CC2=C(C=C1)OCO2)N,CCC(N)c1ccc2c(c1)OCO2,VEOUOCLRLNJOLJ-UHFFFAOYSA-N,179.22
C1=CC=C2C(=O)C=CC(=O)C2=C1,O=C1C=CC(=O)c2ccccc21,FRASJONUBLZVQX-UHFFFAOYSA-N,158.15
CC1=CC(=O)NC(=O)N1,Cc1cc(=O)[nH]c(=O)[nH]1,SHVCSCWHWMSGTE-UHFFFAOYSA-N,126.11
C[N+](C)(C)CC(CC(=O)O)O.[Cl-],C[N+](C)(C)CC(O)CC(=O)O,JXXCENBLGFBQJM-UHFFFAOYSA-N,197.66
C1CS(=O)(=O)NCO1,O=S1(=O)CCOCN1,GHDARLKSYBCZRE-UHFFFAOYSA-N,137.16
CC1=CC(=C(C=C1)O)O,Cc1ccc(O)c(O)c1,ZBCATMYQYDCTIZ-UHFFFAOYSA-N,124.14
CC(CC1=CC2=C(C=C1)OCO2)N,CC(N)Cc1ccc2c(c1)OCO2,NGBBVGZWCFBOGO-UHFFFAOYSA-N,179.22
CC([N+](=O)[O-])(Cl)Cl,CC(Cl)(Cl)[N+](=O)[O-],OQOGEOLRYAOSKO-UHFFFAOYSA-N,143.95
CC=CC=CC(=O)[O-].[K+],CC=CC=CC(=O)O,CHHHXKFHOYLYRE-STWYSWDKSA-M,150.22
C1C2CC3CC1CC(C2)(C3)N,NC12CC3CC(CC(C3)C1)C2,DKNWSYNQZKUICI-UHFFFAOYSA-N,151.25
CC1(C2CCC(C2)C1(C)NC)C,CNC1(C)C2CCC(C2)C1(C)C,IMYZQPCYWPFTAG-UHFFFAOYSA-N,167.29
C1C(C(C(C(O1)(CO)O)O)O)O,OCC1(O)OCC(O)C(O)C1O,LKDRXBCSQODPBY-VRPWFDPXSA-N,180.16
C(CC(=O)O)C(=O)CN,NCC(=O)CCC(=O)O,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,131.13
CCCCNC(C)(C)[P+](=O)O,CCCCNC(C)(C)[P+](=O)O,YHLWPOLSPCBOPC-UHFFFAOYSA-O,178.19
C1(C(C(C(C(C1O)O)O)O)O)O,OC1C(O)C(O)C(O)C(O)C1O,CDAISMWEOUEBRE-UHFFFAOYSA-N,180.16
CC(C)C(NC(=O)N)NC(=O)N,CC(C)C(NC(N)=O)NC(N)=O,QFHMNFAUXJAINK-UHFFFAOYSA-N,174.2
CCCCN(C1=CC=CC=C1)C(=O)C,CCCCN(C(C)=O)c1ccccc1,ZWDZJRRQSXLOQR-UHFFFAOYSA-N,191.27
C(C1C(C(C(C(O1)O)F)O)O)O,OCC1OC(O)C(F)C(O)C1O,ZCXUVYAZINUVJD-UHFFFAOYSA-N,182.15
N(=O)[O-].[K+],O=NO,BXNHTSHTPBPRFX-UHFFFAOYSA-M,85.104
C1=CC=C(C=C1)CNC(=O)CCCl,O=C(CCCl)NCc1ccccc1,JPYQFYIEOUVJDU-UHFFFAOYSA-N,197.66
COC(=O)C(=C)C#N,C=C(C#N)C(=O)OC,MWCLLHOVUTZFKS-UHFFFAOYSA-N,111.1
C1=CC(=CC=C1CC(=O)C(=O)O)O,O=C(O)C(=O)Cc1ccc(O)cc1,KKADPXVIOXHVKN-UHFFFAOYSA-N,180.16
CC(CC(C)(O)O)(O)O,CC(O)(O)CC(C)(O)O,VNRDADQWVXLHCQ-UHFFFAOYSA-N,136.15
C1=CC(=C(C=C1N)O)C(=O)[O-].[K+],Nc1ccc(C(=O)O)c(O)c1,PRZJIMSXCLZGLT-UHFFFAOYSA-M,191.23
C1=CC(=CC=C1C=C(C#N)C(=O)O)O,N#CC(=Cc1ccc(O)cc1)C(=O)O,AFVLVVWMAFSXCK-UHFFFAOYSA-N,189.17
C1=CC=C2C(=C1)C=CC=NN2,C1=Cc2ccccc2NN=C1,SVUOLADPCWQTTE-UHFFFAOYSA-N,144.17
C(CC(C(=O)O)N)C[NH+]=C(N)N,NC(N)=NCCCC(N)C(=O)O,ODKSFYDXXFIFQN-BYPYZUCNSA-O,175.21
CC(C(=O)O)NC(=O)C,CC(=O)NC(C)C(=O)O,KTHDTJVBEPMMGL-VKHMYHEASA-N,131.13
CCOC(=O)C1=CN=CC=C1,CCOC(=O)c1cccnc1,XBLVHTDFJBKJLG-UHFFFAOYSA-N,151.16
C(C(C(C(C=O)O)O)O)O,O=CC(O)C(O)C(O)CO,PYMYPHUHKUWMLA-UHFFFAOYSA-N,150.13
CN(CC(=O)O)C(=O)N,CN(CC(=O)O)C(N)=O,SREKYKXYSQMOIB-UHFFFAOYSA-N,132.12
[H+].[O-]P(=O)([O-])[O-].[K+].[K+],[H+],ZPWVASYFFYYZEW-UHFFFAOYSA-L,174.176
C1=C(NC=N1)CC(CF)(C(=O)O)N,NC(CF)(Cc1cnc[nH]1)C(=O)O,AJFGLTPLWPTALJ-UHFFFAOYSA-N,187.17
C1=NNC2=C1C(=O)NC=N2.[Na+],O=c1[nH]cnc2[nH]ncc12,PTJRZVJXXNYNLN-UHFFFAOYSA-N,159.1
C1=CN=C(C=N1)C(=O)N,NC(=O)c1cnccn1,IPEHBUMCGVEMRF-UHFFFAOYSA-N,123.11
CCC1(C(=O)NC(=O)N(C1=O)C)CC,CCC1(CC)C(=O)NC(=O)N(C)C1=O,FWJKNZONDWOGMI-UHFFFAOYSA-N,198.22
C1=CC(=C(C=C1N=C=O)Cl)Cl,O=C=Nc1ccc(Cl)c(Cl)c1,MFUVCHZWGSJKEQ-UHFFFAOYSA-N,188.01
CC(CC1=CC=CS1)NC,CNC(C)Cc1cccs1,HPHUWHKFQXTZPS-UHFFFAOYSA-N,155.26
C(C(F)(F)F)(F)(F)F,FC(F)(F)C(F)(F)F,WMIYKQLTONQJES-UHFFFAOYSA-N,138.01
C(=CC(=O)O)C(=O)N,NC(=O)C=CC(=O)O,FSQQTNAZHBEJLS-UPHRSURJSA-N,115.09
CCC1(C(=O)NC(=O)NC1=O)CC,CCC1(CC)C(=O)NC(=O)NC1=O,FTOAOBMCPZCFFF-UHFFFAOYSA-N,184.19
CC(C(C1=CC=CC=C1)O)N,CC(N)C(O)c1ccccc1,DLNKOYKMWOXYQA-CBAPKCEASA-N,151.21
CC1=C(C=CC=N1)OCC2CCCN2,Cc1ncccc1OCC1CCCN1,YRVIKLBSVVNSHF-JTQLQIEISA-N,192.26
CN1CCCC1C2=CN=CC=C2,CN1CCCC1c1cccnc1,SNICXCGAKADSCV-UHFFFAOYSA-N,162.23
C(C1C(C(C(C(O1)O)O)O)O)O,OCC1OC(O)C(O)C(O)C1O,WQZGKKKJIJFFOK-UHFFFAOYSA-N,180.16
CCCCOC(=O)C=C,C=CC(=O)OCCCC,CQEYYJKEWSMYFG-UHFFFAOYSA-N,128.169
C[N+](C)(C)CC(CC(=O)O)O.[Cl-],C[N+](C)(C)CC(O)CC(=O)O,JXXCENBLGFBQJM-FYZOBXCZSA-N,197.66
CSCCC(C(=O)O)N,CSCCC(N)C(=O)O,FFEARJCKVFRZRR-SCSAIBSYSA-N,149.21
C1C(C1N)C2=CC=CC=C2,NC1CC1c1ccccc1,AELCINSCMGFISI-YGPZHTELSA-N,133.19
C(CCO)CCO,OCCCCCO,ALQSHHUCVQOPAS-UHFFFAOYSA-N,104.15
C(=S)=S,S=C=S,QGJOPFRUJISHPQ-UHFFFAOYSA-N,76.15
C(C(=O)[O-])O.[Na+],O=C(O)CO,VILMUCRZVVVJCA-UHFFFAOYSA-M,98.03
COC(=O)C=CC(=O)O,COC(=O)C=CC(=O)O,NKHAVTQWNUWKEO-NSCUHMNNSA-N,130.1
C1C(C1N)C2=CC=CC=C2,NC1CC1c1ccccc1,AELCINSCMGFISI-UHFFFAOYSA-N,133.19
C(C(C(=O)O)N)O,NC(CO)C(=O)O,MTCFGRXMJLQNBG-LIIDHCAMSA-N,106.1
C1=CC=C(C=C1)N,Nc1ccccc1,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,93.13
C1=CC=C(C=C1)C=CBr,BrC=Cc1ccccc1,YMOONIIMQBGTDU-VOTSOKGWSA-N,183.04
C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O,O=[N+]([O-])OC1COC2C(O)COC12,YWXYYJSYQOXTPL-SLPGGIOYSA-N,191.14
C(CS)N.Cl,NCCS,OGMADIBCHLQMIP-UHFFFAOYSA-N,113.61
[S-2].[Cu+].[Cu+],[S-2],AQMRBJNRFUQADD-UHFFFAOYSA-N,159.16
CN=C(N)N(C)C(=N)N.Cl,CN=C(N)N(C)C(=N)N,GWWIHNWMWIJWRT-UHFFFAOYSA-N,165.62
C(C(C(CO)O)O)O,OCC(O)C(O)CO,UNXHWFMMPAWVPI-ZXZARUISSA-N,122.12
NO,NO,AVXURJPOCDRRFD-UHFFFAOYSA-N,33.03
C1=CC(=CC(=C1)N)C(F)(F)F,Nc1cccc(C(F)(F)F)c1,VIUDTWATMPPKEL-UHFFFAOYSA-N,161.12
CCCCCOC(=O)C,CCCCCOC(C)=O,PGMYKACGEOXYJE-UHFFFAOYSA-N,130.18
CCOC(=O)C,CCOC(C)=O,XEKOWRVHYACXOJ-UHFFFAOYSA-N,88.11
CC1(CC(CC(C1)(C)N)(C)C)C,CC1(C)CC(C)(C)CC(C)(N)C1,OGZQTTHDGQBLBT-UHFFFAOYSA-N,169.31
CCN=C=NCCCN(C)C.Cl,CCN=C=NCCCN(C)C,FPQQSJJWHUJYPU-UHFFFAOYSA-N,191.7
C(Cl)(Cl)Cl,ClC(Cl)Cl,HEDRZPFGACZZDS-UHFFFAOYSA-N,119.37
CS(=N)(=O)CCC(C(=O)O)N,CS(=N)(=O)CCC(N)C(=O)O,SXTAYKAGBXMACB-DPVSGNNYSA-N,180.23
CC(C)(CC(C(=O)O)N)C(F)F,CC(C)(CC(N)C(=O)O)C(F)F,HRFIMCJTDKEPPV-BYPYZUCNSA-N,181.18
