canonicalsmiles,smiles,inchikey,molecularweight
CCCC1CCCCN1,CCCC1CCCCN1,NDNUANOUGZGEPO-MRVPVSSYSA-N,127.23
C1CCC(CC1)(C#N)N2CCCCC2,N#CC1(N2CCCCC2)CCCCC1,WWSAYKJWUZJLRT-UHFFFAOYSA-N,192.3
CC(C)(CC(=O)O)O,CC(C)(O)CC(=O)O,AXFYFNCPONWUHW-UHFFFAOYSA-N,118.13
C(C(=O)O)NCP(=O)(O)O,O=C(O)CNCP(=O)(O)O,XDDAORKBJWWYJS-UHFFFAOYSA-N,169.07
C1=CC=C(C(=C1)C(=O)O)N,Nc1ccccc1C(=O)O,RWZYAGGXGHYGMB-UHFFFAOYSA-N,137.14
C(CON=C(N)N)C(C(=O)O)N,NC(N)=NOCCC(N)C(=O)O,FSBIGDSBMBYOPN-UHFFFAOYSA-N,176.17
C1=C(C=NC=C1F)C(=O)O,O=C(O)c1cncc(F)c1,BXZSBDDOYIWMGC-UHFFFAOYSA-N,141.1
C1=CC(=CC=C1O)Cl,Oc1ccc(Cl)cc1,WXNZTHHGJRFXKQ-UHFFFAOYSA-N,128.55
CC(C)(C)CCCCC=O,CC(C)(C)CCCCC=O,CBUWTGCATVNMJE-UHFFFAOYSA-N,142.24
[H+].C(CC(=O)[O-])C(C(=O)[O-])N.O.[Na+],[H+],GJBHGUUFMNITCI-QTNFYWBSSA-M,187.13
CC(CC(=O)O)CC(=O)O,CC(CC(=O)O)CC(=O)O,XJMMNTGIMDZPMU-UHFFFAOYSA-N,146.14
C1=CC=C2C(=C1)C(C3=CC=CC=C32)O,OC1c2ccccc2-c2ccccc21,AFMVESZOYKHDBJ-UHFFFAOYSA-N,182.22
CC(=O)OC1CCN(CC1)C,CC(=O)OC1CCN(C)CC1,RWPYOAUYOSFJQV-UHFFFAOYSA-N,157.21
C1=NC2=C(N1)C(=O)NC=N2,O=c1[nH]cnc2nc[nH]c12,FDGQSTZJBFJUBT-UHFFFAOYSA-N,136.11
C1=CC(=CC=C1C=C(C#N)C(=O)O)O,N#CC(=Cc1ccc(O)cc1)C(=O)O,AFVLVVWMAFSXCK-YVMONPNESA-N,189.17
CC(=C)C1CCC(=CC1)CO,C=C(C)C1CC=C(CO)CC1,NDTYTMIUWGWIMO-UHFFFAOYSA-N,152.23
C1CCN(C1)C(=S)S.N,S=C(S)N1CCCC1,MDDIUTVUBYEEEM-UHFFFAOYSA-N,164.3
CC(CCC=C(C)C)CC=O,CC(C)=CCCC(C)CC=O,NEHNMFOYXAPHSD-UHFFFAOYSA-N,154.25
C(C(CC(=O)O)O)C(=O)O,O=C(O)CC(O)CC(=O)O,ZQHYXNSQOIDNTL-UHFFFAOYSA-N,148.11
C[N+](C)(C)NCCC(=O)[O-],C[N+](C)(C)NCCC(=O)[O-],PVBQYTCFVWZSJK-UHFFFAOYSA-N,146.19
CCN1C(=O)C=CC1=O,CCN1C(=O)C=CC1=O,HDFGOPSGAURCEO-UHFFFAOYSA-N,125.13
C1CCC(=O)OCC1,O=C1CCCCCO1,PAPBSGBWRJIAAV-UHFFFAOYSA-N,114.14
CC(=NO)C(=O)C,CC(=O)C(C)=NO,FSEUPUDHEBLWJY-HWKANZROSA-N,101.1
CCCCC1C2=CC=CC=C2C(=O)O1,CCCCC1OC(=O)c2ccccc21,HJXMNVQARNZTEE-UHFFFAOYSA-N,190.24
COC1=CC2=C(C=C1)NC=C2CCN,COc1ccc2[nH]cc(CCN)c2c1,JTEJPPKMYBDEMY-UHFFFAOYSA-N,190.24
C1=CC=C2C(=C1)NC(=S)S2,S=c1[nH]c2ccccc2s1,YXIWHUQXZSMYRE-UHFFFAOYSA-N,167.3
CC(=C)C1CCC(=CC1)CO,C=C(C)C1CC=C(CO)CC1,NDTYTMIUWGWIMO-SNVBAGLBSA-N,152.23
C1C(C(C(C(O1)O)O)O)O,OC1COC(O)C(O)C1O,SRBFZHDQGSBBOR-SOOFDHNKSA-N,150.13
[C-]#[O+],[C-]#[O+],UGFAIRIUMAVXCW-UHFFFAOYSA-N,28.01
C1C(C(C(C(O1)(CO)O)O)O)O,OCC1(O)OCC(O)C(O)C1O,LKDRXBCSQODPBY-OEXCPVAWSA-N,180.16
[H+].[O-]P(=O)([O-])[O-].[Na+].[Na+],[H+],BNIILDVGGAEEIG-UHFFFAOYSA-L,141.959
C1=CC=C(C=C1)CC(COC(=O)N)N,NC(=O)OCC(N)Cc1ccccc1,UCTRAOBQFUDCSR-SECBINFHSA-N,194.23
CC[N+](CC)(CC)CC,CC[N+](CC)(CC)CC,CBXCPBUEXACCNR-UHFFFAOYSA-N,130.25
COC1=C(C=CC(=C1)C=CC(=O)O)O,COc1cc(C=CC(=O)O)ccc1O,KSEBMYQBYZTDHS-HWKANZROSA-N,194.18
CS(=O)CCCCN=C=S,C[S+]([O-])CCCCN=C=S,SUVMJBTUFCVSAD-UHFFFAOYSA-N,177.3
C1=CC(=C(C=C1N)[O-])C(=O)O,Nc1ccc(C(=O)O)c(O)c1,WUBBRNOQWQTFEX-UHFFFAOYSA-M,152.13
CC1=CCC(CC1=O)C(=C)C,C=C(C)C1CC=C(C)C(=O)C1,ULDHMXUKGWMISQ-UHFFFAOYSA-N,150.22
C(CO)C(C(=O)O)N,NC(CCO)C(=O)O,UKAUYVFTDYCKQA-VKHMYHEASA-N,119.12
[S-2].[Ba+2],[S-2],CJDPJFRMHVXWPT-UHFFFAOYSA-N,169.39
CCBr,CCBr,RDHPKYGYEGBMSE-UHFFFAOYSA-N,108.97
C(=[N-])=[N-].[Ca+2],N=C=N,MYFXBBAEXORJNB-UHFFFAOYSA-N,80.1
CC1=NC=C(N1CC[O-])[N+](=O)[O-].[Na+],Cc1ncc([N+](=O)[O-])n1CCO,LKRWBLLGEAXPRY-UHFFFAOYSA-N,193.14
CCC(C)C(C(=O)O)N,CCC(C)C(N)C(=O)O,AGPKZVBTJJNPAG-WHFBIAKZSA-N,131.17
CN1CCCC1C2=CN=CC=C2,CN1CCCC1c1cccnc1,SNICXCGAKADSCV-SNVBAGLBSA-N,162.23
C(C(C(=O)NCC(=O)O)N)S,NC(CS)C(=O)NCC(=O)O,ZUKPVRWZDMRIEO-VKHMYHEASA-N,178.21
CC1=CC=C(O1)S(=O)(=O)NO,Cc1ccc(S(=O)(=O)NO)o1,LIXKIXWSKOENAB-UHFFFAOYSA-N,177.18
C1=CC=C(C(=C1)C#N)C#N,N#Cc1ccccc1C#N,XQZYPMVTSDWCCE-UHFFFAOYSA-N,128.13
CN(C)C1=CC=CC=C1,CN(C)c1ccccc1,JLTDJTHDQAWBAV-UHFFFAOYSA-N,121.18
C1=CC=C2C(=C1)C3=CC=CC=C3N2,c1ccc2c(c1)[nH]c1ccccc12,UJOBWOGCFQCDNV-UHFFFAOYSA-N,167.21
C(P(=O)(O)O)P(=O)(O)O,O=P(O)(O)CP(=O)(O)O,MBKDYNNUVRNNRF-UHFFFAOYSA-N,176.0
C(C(C(C(CO)O)O)O)O,OCC(O)C(O)C(O)CO,HEBKCHPVOIAQTA-IMJSIDKUSA-N,152.15
C1=CC=C(C=C1)CCO,OCCc1ccccc1,WRMNZCZEMHIOCP-UHFFFAOYSA-N,122.16
CC1=CC=CC=C1,Cc1ccccc1,YXFVVABEGXRONW-UHFFFAOYSA-N,92.14
CC1CCC(=C(C)C)C(=O)C1,CC(C)=C1CCC(C)CC1=O,NZGWDASTMWDZIW-MRVPVSSYSA-N,152.23
C(#N)[S-],N#CS,ZMZDMBWJUHKJPS-UHFFFAOYSA-M,58.08
C(CC(C(=O)O)N)CC(=O)O,NC(CCCC(=O)O)C(=O)O,OYIFNHCXNCRBQI-BYPYZUCNSA-N,161.16
CC1=C(C(=O)NO1)CC(C(=O)O)N,Cc1o[nH]c(=O)c1CC(N)C(=O)O,UUDAMDVQRQNNHZ-UHFFFAOYSA-N,186.17
CC1C(C(CC(O1)O)O)O,CC1OC(O)CC(O)C1O,FDWRIIDFYSUTDP-KAZBKCHUSA-N,148.16
CC1=C2C(=CC=C1)SC3=NN=CN23,Cc1cccc2sc3nncn3c12,DQJCHOQLCLEDLL-UHFFFAOYSA-N,189.24
COC1C(C(C(C(C1O)O)O)O)O,COC1C(O)C(O)C(O)C(O)C1O,DSCFFEYYQKSRSV-FEPQRWDDSA-N,194.18
C1CCC2=C(C1)C(=C3CCCC3=N2)N,Nc1c2c(nc3c1CCC3)CCCC2,YLUSMKAJIQOXPV-UHFFFAOYSA-N,188.27
CC1=CC(=C(C(=O)O1)C(=O)C)O,CC(=O)c1c(O)cc(C)oc1=O,PKLPQOJFHFGVBS-UHFFFAOYSA-N,168.15
CC1(C2CC1C(C(=O)C2)(C)O)C,CC1(O)C(=O)CC2CC1C2(C)C,VZRRCQOUNSHSGB-UHFFFAOYSA-N,168.23
C=CC1CCC2C(C1)O2,C=CC1CCC2OC2C1,SLJFKNONPLNAPF-UHFFFAOYSA-N,124.18
CC1C(CC(C(O1)O)O)O,CC1OC(O)C(O)CC1O,KYPWIZMAJMNPMJ-NNXAEHONSA-N,148.16
CC1CCC(C(C1)O)C(C)C,CC1CCC(C(C)C)C(O)C1,NOOLISFMXDJSKH-AEJSXWLSSA-N,156.26
C1=CC=C(C=C1)CO,OCc1ccccc1,WVDDGKGOMKODPV-UHFFFAOYSA-N,108.14
COS(=O)(=O)C,COS(C)(=O)=O,MBABOKRGFJTBAE-UHFFFAOYSA-N,110.13
C(C=O)C=O,O=CCC=O,WSMYVTOQOOLQHP-UHFFFAOYSA-N,72.06
CC1=CC(=O)C(=C(C)[O-])C(=O)O1.[Na+],CC(=O)C1C(=O)C=C(C)OC1=O,DSOWAKKSGYUMTF-YJOCEBFMSA-M,190.13
C1CC2C(=O)NCC(=O)N2C1,O=C1NCC(=O)N2CCCC12,OWOHLURDBZHNGG-YFKPBYRVSA-N,154.17
C1=CC(=CC=C1CC(C(=O)O)N)Cl,NC(Cc1ccc(Cl)cc1)C(=O)O,NIGWMJHCCYYCSF-UHFFFAOYSA-N,199.63
CCCCCC,CCCCCC,VLKZOEOYAKHREP-UHFFFAOYSA-N,86.18
C(C(F)(Cl)Cl)(F)Cl,FC(Cl)C(F)(Cl)Cl,BQNSLJQRJAJITR-UHFFFAOYSA-N,169.38
CC(CC1=CC=CC=C1)NC,CNC(C)Cc1ccccc1,MYWUZJCMWCOHBA-UHFFFAOYSA-N,149.23
C=C(C(=O)O)OP(=O)(O)O,C=C(OP(=O)(O)O)C(=O)O,DTBNBXWJWCWCIK-UHFFFAOYSA-N,168.04
P,P,XYFCBTPGUUZFHI-OUBTZVSYSA-N,34.998
C(CS)N,NCCS,UFULAYFCSOUIOV-UHFFFAOYSA-N,77.15
CC(=CCCC(=C)C=C)C,C=CC(=C)CCC=C(C)C,UAHWPYUMFXYFJY-UHFFFAOYSA-N,136.23
C(SC#N)SC#N,N#CSCSC#N,JWZXKXIUSSIAMR-UHFFFAOYSA-N,130.199
CCC(C)(C(=O)O)O,CCC(C)(O)C(=O)O,MBIQENSCDNJOIY-UHFFFAOYSA-N,118.13
C1C[NH2+]CC(=C1)C(=O)[O-],O=C(O)C1=CCCNC1,QTDZOWFRBNTPQR-UHFFFAOYSA-N,127.14
C(C(C(=O)O)N)C(=O)N.O,NC(=O)CC(N)C(=O)O,RBMGJIZCEWRQES-DKWTVANSSA-N,150.13
C1C2=C(C=C(C=C2)O)C3=CC=CC=C31,Oc1ccc2c(c1)-c1ccccc1C2,PVUBSZGNXLNTLX-UHFFFAOYSA-N,182.22
C1=CC(=CC(=C1)F)CN=C(N)N,NC(N)=NCc1cccc(F)c1,HNPHEZIYSZIWHH-RVRFMXCPSA-N,166.19
C1=CC=C(C=C1)NCCN,NCCNc1ccccc1,OCIDXARMXNJACB-UHFFFAOYSA-N,136.19
COC(=O)CC1=CC=C(C=C1)Cl,COC(=O)Cc1ccc(Cl)cc1,WWIYGBWRUXQDND-UHFFFAOYSA-N,184.62
CNC(=O)C1=NC(=CC=C1)C(=O)O,CNC(=O)c1cccc(C(=O)O)n1,NPBRDFPBRHOBAK-UHFFFAOYSA-N,180.16
[O-][O+]=O,O=[O+][O-],CBENFWSGALASAD-UHFFFAOYSA-N,47.998
C(CN(C=O)O)CP(=O)(O)O,O=CN(O)CCCP(=O)(O)O,GJXWDTUCERCKIX-UHFFFAOYSA-N,183.1
CC1=C(C=CC(=C1)C(=O)C)O,CC(=O)c1ccc(O)c(C)c1,LXBHHIZIQVZGFN-UHFFFAOYSA-N,150.17
C1=CC(=CC=C1O)SCCO,OCCSc1ccc(O)cc1,IFHQAPBPRZJELK-UHFFFAOYSA-N,170.23
CC(O)O,CC(O)O,AZHSSKPUVBVXLK-UHFFFAOYSA-N,62.07
C1=CC(=CC=C1N)N,Nc1ccc(N)cc1,CBCKQZAAMUWICA-UHFFFAOYSA-N,108.14
CCCC(C)CC(CC(=O)O)N,CCCC(C)CC(N)CC(=O)O,JXEHXYFSIOYTAH-SFYZADRCSA-N,173.25
C[N+](CC#C)(CC1=CC=CC=C1)[O-],C#CC[N+](C)([O-])Cc1ccccc1,NZCJCBZLNHDNCR-UHFFFAOYSA-N,175.23
CC1(C2CCC1(C(C2)O)C)C,CC1(C)C2CCC1(C)C(O)C2,DTGKSKDOIYIVQL-KTOWXAHTSA-N,154.25
C1=CC2=C(C=C1O)C(=CN2)CCN,NCCc1c[nH]c2ccc(O)cc12,QZAYGJVTTNCVMB-UHFFFAOYSA-N,176.21
CC(C(=O)C1=CC=CC=C1)N,CC(N)C(=O)c1ccccc1,PUAQLLVFLMYYJJ-ZETCQYMHSA-N,149.19
CCCl,CCCl,HRYZWHHZPQKTII-UHFFFAOYSA-N,64.51
CC(C)(CC1=CC=CC=C1Cl)N,CC(C)(N)Cc1ccccc1Cl,HXCXASJHZQXCKK-UHFFFAOYSA-N,183.68
C1=C(OC(=C1)C=O)CO,O=Cc1ccc(CO)o1,NOEGNKMFWQHSLB-UHFFFAOYSA-N,126.11
CCCCCON=O,CCCCCON=O,CSDTZUBPSYWZDX-UHFFFAOYSA-N,117.15
CC1=CC(=C(C=C1C)Cl)O,Cc1cc(O)c(Cl)cc1C,PSOJLBXHRBFLLQ-UHFFFAOYSA-N,156.61
C1=CC=C(C(=O)C=C1)O,O=c1cccccc1O,MDYOLVRUBBJPFM-UHFFFAOYSA-N,122.12
CC(=O)N,CC(N)=O,DLFVBJFMPXGRIB-UHFFFAOYSA-N,59.07
CC(C(=O)C1=CC=C(C=C1)F)NC,CNC(C)C(=O)c1ccc(F)cc1,MWKQPIROPJSFRI-UHFFFAOYSA-N,181.21
C#CC1(CCCCC1)OC(=O)N,C#CC1(OC(N)=O)CCCCC1,GXRZIMHKGDIBEW-UHFFFAOYSA-N,167.2
CCCCCCCC(=O)O,CCCCCCCC(=O)O,WWZKQHOCKIZLMA-UHFFFAOYSA-N,144.21
CC(C)(CO)C(=O)C(=O)O,CC(C)(CO)C(=O)C(=O)O,PKVVTUWHANFMQC-UHFFFAOYSA-N,146.14
C(C=O)C(C(C(CO)O)O)O,O=CCC(O)C(O)C(O)CO,VRYALKFFQXWPIH-HCWXCVPCSA-N,164.16
C(CC(=O)NCCO)CO,O=C(CCCO)NCCO,MFHPPMMWHSHDSI-UHFFFAOYSA-N,147.17
CCCC1=NC=CC(=C1)C(=S)N,CCCc1cc(C(N)=S)ccn1,VRDIULHPQTYCLN-UHFFFAOYSA-N,180.27
C[N+](C)(C)CC(CC(=O)[O-])O,C[N+](C)(C)CC(O)CC(=O)[O-],PHIQHXFUZVPYII-UHFFFAOYSA-N,161.2
C(CCCN=C=O)CCN=C=O,O=C=NCCCCCCN=C=O,RRAMGCGOFNQTLD-UHFFFAOYSA-N,168.19
C(C(C(C(C(CO)O)O)O)O)O,OCC(O)C(O)C(O)C(O)CO,FBPFZTCFMRRESA-KVTDHHQDSA-N,182.17
C1=CC(=CC=C1C(=O)NCC(=O)O)N,Nc1ccc(C(=O)NCC(=O)O)cc1,HSMNQINEKMPTIC-UHFFFAOYSA-N,194.19
C1(=NC(=O)NC(=O)N1)C(=O)[O-].[K+],O=C(O)c1nc(=O)[nH]c(=O)[nH]1,IAPCTXZQXAVYNG-UHFFFAOYSA-M,195.17
CC(CCC(=O)O)CC(=O)O,CC(CCC(=O)O)CC(=O)O,SYEOWUNSTUDKGM-YFKPBYRVSA-N,160.17
C1=C(C=C(C(=C1O)O)O)C(=O)O.O,O=C(O)c1cc(O)c(O)c(O)c1,IUTKPPDDLYYMBE-UHFFFAOYSA-N,188.13
[S],[S],NINIDFKCEFEMDL-UHFFFAOYSA-N,32.07
CC1(CCOC(=O)C1)O,CC1(O)CCOC(=O)C1,JYVXNLLUYHCIIH-LURJTMIESA-N,130.139
N#N,N#N,IJGRMHOSHXDMSA-UHFFFAOYSA-N,28.014
CC(CC1=C(C=CC(=C1)OC)OC)N,COc1ccc(OC)c(CC(C)N)c1,LATVFYDIBMDBSY-UHFFFAOYSA-N,195.26
CCC1(C(=O)N(C(=O)O1)C)C,CCC1(C)OC(=O)N(C)C1=O,VQASKUSHBVDKGU-UHFFFAOYSA-N,157.17
CC1=C(C=CC=C1N=C=O)N=C=O,Cc1c(N=C=O)cccc1N=C=O,RUELTTOHQODFPA-UHFFFAOYSA-N,174.16
C(#N)N,N#CN,XZMCDFZZKTWFGF-UHFFFAOYSA-N,42.04
C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,INFDPOAKFNIJBF-UHFFFAOYSA-N,186.25
CC1=CC=C(C=C1)S(=O)(=O)C[N+]#[C-],[C-]#[N+]CS(=O)(=O)c1ccc(C)cc1,CFOAUYCPAUGDFF-UHFFFAOYSA-N,195.24
CC1=CC=CC=C1S,Cc1ccccc1S,LXUNZSDDXMPKLP-UHFFFAOYSA-N,124.21
[N-]=[N+]=[N-].[Na+],[N-]=[N+]=[N-],PXIPVTKHYLBLMZ-UHFFFAOYSA-N,65.01
C(C(C(=O)O)S)(C(=O)O)S,O=C(O)C(S)C(S)C(=O)O,ACTRVOBWPAIOHC-UHFFFAOYSA-N,182.2
CC1C(OCCN1C)C2=CC=CC=C2,CC1C(c2ccccc2)OCCN1C,MFOCDFTXLCYLKU-CMPLNLGQSA-N,191.27
CS(=O)C,C[S+](C)[O-],IAZDPXIOMUYVGZ-UHFFFAOYSA-N,78.14
C1=CC=C(C=C1)C=CCO,OCC=Cc1ccccc1,OOCCDEMITAIZTP-QPJJXVBHSA-N,134.17
C1C(C(C(C(O1)O)O)O)O,OC1COC(O)C(O)C1O,SRBFZHDQGSBBOR-HWQSCIPKSA-N,150.13
C1=CC(=CC=C1C=C(C#N)C(=O)O)O,N#CC(=Cc1ccc(O)cc1)C(=O)O,AFVLVVWMAFSXCK-VMPITWQZSA-N,189.17
C(=C(Cl)Cl)Cl,ClC=C(Cl)Cl,XSTXAVWGXDQKEL-UHFFFAOYSA-N,131.38
CCN(CCCl)CCCl,CCN(CCCl)CCCl,UQZPGHOJMQTOHB-UHFFFAOYSA-N,170.08
C(C(=O)[O-])C(=O)[O-].[Sr+2],O=C(O)CC(=O)O,LVZZABGEQTZXHP-UHFFFAOYSA-L,189.67
C(CC(=O)O)C(C(=O)O)NC(=O)N,NC(=O)NC(CCC(=O)O)C(=O)O,LCQLHJZYVOQKHU-VKHMYHEASA-N,190.15
C(CC(C(=O)O)N)CN=C(N)N,NC(N)=NCCCC(N)C(=O)O,ODKSFYDXXFIFQN-UHFFFAOYSA-N,174.2
C1C2CNCC1C3=CC=CC(=O)N3C2,O=c1cccc2n1CC1CNCC2C1,ANJTVLIZGCUXLD-DTWKUNHWSA-N,190.24
C(CCl)P(=O)(O)O,O=P(O)(O)CCCl,UDPGUMQDCGORJQ-UHFFFAOYSA-N,144.49
C[N+](C)(CCO)CF,C[N+](C)(CF)CCO,PBVFROWIWWGIFK-KWCOIAHCSA-N,121.16
CCOC(=O)CS,CCOC(=O)CS,PVBRSNZAOAJRKO-UHFFFAOYSA-N,120.17
C1=CC(=C(C(=C1)F)O)F,Oc1c(F)cccc1F,CKKOVFGIBXCEIJ-UHFFFAOYSA-N,130.09
CCN(CC)C(=O)C1=CC=CC(=C1)C,CCN(CC)C(=O)c1cccc(C)c1,MMOXZBCLCQITDF-UHFFFAOYSA-N,191.27
C(C(F)(F)F)(OC(F)F)F,FC(F)OC(F)C(F)(F)F,DPYMFVXJLLWWEU-UHFFFAOYSA-N,168.04
[C-]#[N+]C(F)(F)F,[C-]#[N+]C(F)(F)F,LKHQVUSYAMWNQZ-UHFFFAOYSA-N,95.02
C1=CC(=C(C=C1C(CO)O)O)O,OCC(O)c1ccc(O)c(O)c1,MTVWFVDWRVYDOR-UHFFFAOYSA-N,170.16
C1=CC(=C(C=C1CC(C(=O)O)N)O)O,NC(Cc1ccc(O)c(O)c1)C(=O)O,WTDRDQBEARUVNC-LURJTMIESA-N,197.19
CCNC(C)C(=O)C1=CC=C(C=C1)C,CCNC(C)C(=O)c1ccc(C)cc1,ZOXZWYWOECCBSH-UHFFFAOYSA-N,191.27
C1=CC=C(C=C1)C(=O)CCl,O=C(CCl)c1ccccc1,IMACFCSSMIZSPP-UHFFFAOYSA-N,154.59
CC1COCO1,CC1COCO1,SBUOHGKIOVRDKY-SCSAIBSYSA-N,88.11
CC(CO)CO,CC(CO)CO,QWGRWMMWNDWRQN-UHFFFAOYSA-N,90.12
CCN(C)C(C)C(C1=CC=CC=C1)O,CCN(C)C(C)C(O)c1ccccc1,IRVLBORJKFZWMI-JQWIXIFHSA-N,193.28
C1C(C(C(C(O1)(CO)O)O)O)O,OCC1(O)OCC(O)C(O)C1O,LKDRXBCSQODPBY-ARQDHWQXSA-N,180.16
C1=CNC(=S)NC1=O,O=c1cc[nH]c(=S)[nH]1,ZEMGGZBWXRYJHK-UHFFFAOYSA-N,128.15
C(C(C1C(C(C(O1)O)O)O)O)O,OCC(O)C1OC(O)C(O)C1O,AVVWPBAENSWJCB-RXRWUWDJSA-N,180.16
CCCCOCCOCCO,CCCCOCCOCCO,OAYXUHPQHDHDDZ-UHFFFAOYSA-N,162.23
CC1(CC(CC(N1[O])(C)C)O)C,CC1(C)CC(O)CC(C)(C)N1[O],UZFMOKQJFYMBGY-UHFFFAOYSA-N,172.24
CC(C(=O)C)O,CC(=O)C(C)O,ROWKJAVDOGWPAT-UHFFFAOYSA-N,88.11
C(C(C(C(C(CO)O)O)O)O)O,OCC(O)C(O)C(O)C(O)CO,FBPFZTCFMRRESA-JGWLITMVSA-N,182.17
CCCCCl,CCCCCl,VFWCMGCRMGJXDK-UHFFFAOYSA-N,92.57
C(C(C1C(=C(C(=O)O1)O)O)O)O,O=C1OC(C(O)CO)C(O)C1=O,CIWBSHSKHKDKBQ-UHFFFAOYSA-N,176.12
C1=CC=C(C(=C1)C(=O)O)Cl,O=C(O)c1ccccc1Cl,IKCLCGXPQILATA-UHFFFAOYSA-N,156.56
CC1=CC(=CC=C1)S,Cc1cccc(S)c1,WRXOZRLZDJAYDR-UHFFFAOYSA-N,124.21
CN1C2=C(C(=O)N(C1=O)C)NC=N2,Cn1c(=O)c2[nH]cnc2n(C)c1=O,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,180.16
CCCCO,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,74.12
CC(CC1=CC=CC=C1)NC,CNC(C)Cc1ccccc1,MYWUZJCMWCOHBA-VIFPVBQESA-N,149.23
CCOC(=O)CC1=CC=CC=C1C,CCOC(=O)Cc1ccccc1C,HTDQOYWJDUMNHX-UHFFFAOYSA-N,178.23
C1=CC=C2C(=C1)N=C(S2)N,Nc1nc2ccccc2s1,UHGULLIUJBCTEF-UHFFFAOYSA-N,150.2
C1=CC=C(C(=C1)C(=O)NO)O,O=C(NO)c1ccccc1O,HBROZNQEVUILML-UHFFFAOYSA-N,153.14
C1CCC(CC1)O,OC1CCCCC1,HPXRVTGHNJAIIH-UHFFFAOYSA-N,100.16
C1=NC2=C(N1)C(=O)NC(=O)N2,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,LRFVTYWOQMYALW-UHFFFAOYSA-N,152.11
C=CF,C=CF,XUCNUKMRBVNAPB-UHFFFAOYSA-N,46.04
C1=NC(=S)NC2=C1NC=N2,S=c1ncc2[nH]cnc2[nH]1,HDBQZGJWHMCXIL-UHFFFAOYSA-N,152.18
CC(CC1=CC=CC=C1)N,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-QMMMGPOBSA-N,135.21
C(C(C(C(C(C=O)F)O)O)O)O,O=CC(F)C(O)C(O)C(O)CO,AOYNUTHNTBLRMT-MXWOLSILSA-N,181.15
P12P3P1P23,p12p3p1p23,OBSZRRSYVTXPNB-UHFFFAOYSA-N,123.895
C[N+]1=CC=CC=C1C=NO.[Cl-],C[n+]1ccccc1C=NO,HIGSLXSBYYMVKI-UHFFFAOYSA-N,172.61
CC(C)(C#N)C(C)(C)C#N,CC(C)(C#N)C(C)(C)C#N,ZVQXQPNJHRNGID-UHFFFAOYSA-N,136.19
C1=CC=C2C=C(C=CC2=C1)O,Oc1ccc2ccccc2c1,JWAZRIHNYRIHIV-UHFFFAOYSA-N,144.17
CC1=CC(=O)N(N1C)C2=CC=CC=C2,Cc1cc(=O)n(-c2ccccc2)n1C,VEQOALNAAJBPNY-UHFFFAOYSA-N,188.23
CN=C(N)N,CN=C(N)N,CHJJGSNFBQVOTG-UHFFFAOYSA-N,73.1
[O-]Cl=O.[Na+],[O-][Cl+][O-],UKLNMMHNWFDKNT-UHFFFAOYSA-M,90.44
CC(CC1=CC=CC=C1OC)NC,CNC(C)Cc1ccccc1OC,OEHAYUOVELTAPG-UHFFFAOYSA-N,179.26
CCOC(=O)C1(CCCCC1)C#N,CCOC(=O)C1(C#N)CCCCC1,ZCBMUZAFIHZTSW-UHFFFAOYSA-N,181.23
CC1=CN=C(C=C1)C2=NC=C(C=C2)C,Cc1ccc(-c2ccc(C)cn2)nc1,PTRATZCAGVBFIQ-UHFFFAOYSA-N,184.24
CCCCCCOCC(CO)O,CCCCCCOCC(O)CO,MQVMITUCTLYRNV-UHFFFAOYSA-N,176.25
C(C(C(C(C(C=O)O)O)O)O)O,O=CC(O)C(O)C(O)C(O)CO,GZCGUPFRVQAUEE-KCDKBNATSA-N,180.16
CC1CC(CC(C1)(C)C)O,CC1CC(O)CC(C)(C)C1,BRRVXFOKWJKTGG-UHFFFAOYSA-N,142.24
CC(=O)C(=O)O,CC(=O)C(=O)O,LCTONWCANYUPML-UHFFFAOYSA-N,88.06
CNCC1=CC=CC=C1F,CNCc1ccccc1F,AHIHZCXUWGORQO-UHFFFAOYSA-N,139.17
CC1=CNC(=O)NC1=O,Cc1c[nH]c(=O)[nH]c1=O,RWQNBRDOKXIBIV-UHFFFAOYSA-N,126.11
C1C=CCNC1C2=CN=CC=C2,C1=CCC(c2cccnc2)NC1,SOPPBXUYQGUQHE-JTQLQIEISA-N,160.22
C1=CC=C2C=CC=C2C=C1,c1ccc2cccc-2cc1,CUFNKYGDVFVPHO-UHFFFAOYSA-N,128.169
C1=CC=C2C(=C1)C=CN2,c1ccc2[nH]ccc2c1,SIKJAQJRHWYJAI-UHFFFAOYSA-N,117.15
CCNC(=O)OCC,CCNC(=O)OCC,GZXSDYYWLZERLF-UHFFFAOYSA-N,117.15
CN1C=NC(=N)C2=C1N=CN2,Cn1cnc(=N)c2[nH]cnc21,ZPBYVFQJHWLTFB-UHFFFAOYSA-N,149.15
C=CN1CCCC1=O,C=CN1CCCC1=O,WHNWPMSKXPGLAX-UHFFFAOYSA-N,111.14
C(C(CS)S)O,OCC(S)CS,WQABCVAJNWAXTE-UHFFFAOYSA-N,124.23
